slug_game,discipline,event,medal_type,athlete_name,country,address,latitude,longitude
1998-nagano,Alpine Skiing,downhill women,BRONZE,Florence MASNADA,France,Paris,48.8588897,2.320041022
1998-nagano,Freestyle Skiing,Aerials men,GOLD,Eric BERGOUST,United States of America,United States of America,39.7837304,-100.445882
1998-nagano,Freestyle Skiing,Aerials men,SILVER,Sebastien FOUCRAS,France,Paris,48.8588897,2.320041022
1998-nagano,Freestyle Skiing,Aerials men,BRONZE,Dmitry Dashchinsky,Belarus,Minsk,53.9024716,27.5618225
1998-nagano,Freestyle Skiing,Moguls women,GOLD,Tae SATOYA,Japan,Tokyo,35.6828387,139.7594549
1998-nagano,Freestyle Skiing,Moguls women,SILVER,Tatjana MITTERMAYER,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Freestyle Skiing,Moguls women,BRONZE,Kari TRAA,Norway,Oslo,59.9133301,10.7389701
1998-nagano,Freestyle Skiing,Aerials women,GOLD,Nikki STONE,United States of America,United States of America,39.7837304,-100.445882
1998-nagano,Freestyle Skiing,Aerials women,SILVER,Nannan XU,People's Republic of China,People's Republic of China,35.000074,104.999927
1998-nagano,Freestyle Skiing,Aerials women,BRONZE,Colette BRAND,Switzerland,Bern,46.9482713,7.4514512
1998-nagano,Freestyle Skiing,Moguls men,GOLD,Jonny MOSELEY,United States of America,United States of America,39.7837304,-100.445882
1998-nagano,Freestyle Skiing,Moguls men,SILVER,Janne LAHTELA,Finland,Helsinki,60.1674881,24.9427473
1998-nagano,Freestyle Skiing,Moguls men,BRONZE,Sami MUSTONEN,Finland,Helsinki,60.1674881,24.9427473
1998-nagano,Bobsleigh,two-man men,GOLD,G??nther HUBER,Italy,Rome,41.8933203,12.4829321
1998-nagano,Bobsleigh,two-man men,GOLD,Antonio TARTAGLIA,Italy,Rome,41.8933203,12.4829321
1998-nagano,Bobsleigh,two-man men,GOLD,Pierre LUEDERS,Canada,Ottawa,45.4211435,-75.6900574
1998-nagano,Bobsleigh,two-man men,GOLD,Dave MacEachern,Canada,Ottawa,45.4211435,-75.6900574
1998-nagano,Bobsleigh,two-man men,BRONZE,Christoph LANGEN,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Bobsleigh,two-man men,BRONZE,Markus ZIMMERMANN,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Snowboard,giant slalom men,GOLD,Ross REBAGLIATI,Canada,Ottawa,45.4211435,-75.6900574
1998-nagano,Snowboard,giant slalom men,SILVER,Thomas PRUGGER,Italy,Rome,41.8933203,12.4829321
1998-nagano,Snowboard,giant slalom men,BRONZE,Ueli KESTENHOLZ,Switzerland,Bern,46.9482713,7.4514512
1998-nagano,Snowboard,Half-pipe men,GOLD,Gian SIMMEN,Switzerland,Bern,46.9482713,7.4514512
1998-nagano,Snowboard,Half-pipe men,SILVER,Daniel FRANCK,Norway,Oslo,59.9133301,10.7389701
1998-nagano,Snowboard,Half-pipe men,BRONZE,Ross POWERS,United States of America,United States of America,39.7837304,-100.445882
1998-nagano,Snowboard,giant slalom women,GOLD,Karine RUBY,France,Paris,48.8588897,2.320041022
1998-nagano,Snowboard,giant slalom women,SILVER,Heidi Maria RENOTH,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Snowboard,giant slalom women,BRONZE,Brigitte KOECK,Austria,Vienna,48.2083537,16.3725042
1998-nagano,Snowboard,Half-pipe women,GOLD,Nicola THOST,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Snowboard,Half-pipe women,SILVER,Stine Brun KJELDAAS,Norway,Oslo,59.9133301,10.7389701
1998-nagano,Snowboard,Half-pipe women,BRONZE,Shannon DUNN-DOWNING,United States of America,United States of America,39.7837304,-100.445882
1998-nagano,Biathlon,75km women,GOLD,Galina Kukleva,Russian Federation,Moscow,55.7504461,37.6174943
1998-nagano,Biathlon,75km women,SILVER,Uschi DISL,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Biathlon,75km women,BRONZE,Katrin APEL,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Biathlon,15km women,GOLD,Ekaterina DAFOVSKA,Bulgaria,Sofia,-15.2538402,48.2562163
1998-nagano,Biathlon,15km women,SILVER,Olena PETROVA,Ukraine,Kiev,50.4500336,30.5241361
1998-nagano,Biathlon,15km women,BRONZE,Uschi DISL,Germany,Berlin,52.5170365,13.3888599
1998-nagano,Biathlon,20km men,GOLD,Halvard HANEVOLD,Norway,Oslo,59.9133301,10.7389701
1998-nagano,Biathlon,20km men,SILVER,Pier Alberto CARRARA,Italy,Rome,41.8933203,12.4829321
1998-nagano,Biathlon,20km men,BRONZE,Aleksey Aydarov,Belarus,Minsk,53.9024716,27.5618225
1998-nagano,Biathlon,10km men,GOLD,Ole Einar BJ??RNDALEN,Norway,Oslo,59.9133301,10.7389701
1998-nagano,Biathlon,10km men,SILVER,Frode ANDRESEN,Norway,Oslo,59.9133301,10.7389701
1998-nagano,Biathlon,10km men,BRONZE,Ville R??IKK??NEN,Finland,Helsinki,60.1674881,24.9427473
1998-nagano,Short Track Speed Skating,1000m men,GOLD,Dong-Sung KIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
1998-nagano,Short Track Speed Skating,1000m men,SILVER,JiaJun LI,People's Republic of China,People's Republic of China,35.000074,104.999927
1998-nagano,Short Track Speed Skating,1000m men,BRONZE,Eric BEDARD,Canada,Ottawa,45.4211435,-75.6900574
1998-nagano,Short Track Speed Skating,500m men,GOLD,Takafumi NISHITANI,Japan,Tokyo,35.6828387,139.7594549
1998-nagano,Short Track Speed Skating,500m men,SILVER,Yulong AN,People's Republic of China,People's Republic of China,35.000074,104.999927
1998-nagano,Short Track Speed Skating,500m men,BRONZE,Hitoshi UEMATSU,Japan,Tokyo,35.6828387,139.7594549
1998-nagano,Short Track Speed Skating,500m women,GOLD,Annie PERREAULT,Canada,Ottawa,45.4211435,-75.6900574
1998-nagano,Short Track Speed Skating,500m women,SILVER,Yang (S) Yang,People's Republic of China,People's Republic of China,35.000074,104.999927
1998-nagano,Short Track Speed Skating,500m women,BRONZE,I-Gyeong Jeon,Republic of Korea,Republic of Korea,36.638392,127.6961188
1998-nagano,Short Track Speed Skating,1000m women,GOLD,I-Gyeong Jeon,Republic of Korea,Republic of Korea,36.638392,127.6961188
1998-nagano,Short Track Speed Skating,1000m women,SILVER,Yang (S) Yang,People's Republic of China,People's Republic of China,35.000074,104.999927
1998-nagano,Short Track Speed Skating,1000m women,BRONZE,Hye-Kyung WON,Republic of Korea,Republic of Korea,36.638392,127.6961188
1994-lillehammer,Nordic Combined,Individual men,GOLD,Fred Boerre LUNDBERG,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Nordic Combined,Individual men,SILVER,Takanori KONO,Japan,Tokyo,35.6828387,139.7594549
1994-lillehammer,Nordic Combined,Individual men,BRONZE,Bjarte Engen VIK,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Luge,Singles men,GOLD,Georg HACKL,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Luge,Singles men,SILVER,Markus PROCK,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Luge,Singles men,BRONZE,Armin ZOEGGELER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Luge,Singles women,GOLD,Gerda WEISSENSTEINER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Luge,Singles women,SILVER,Susi-Lisa ERDMANN,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Luge,Singles women,BRONZE,Andrea TAGWERKER,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Luge,Doubles mixed,GOLD,Kurt BRUGGER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Luge,Doubles mixed,GOLD,Wilfried HUBER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Luge,Doubles mixed,SILVER,Hansj??rg RAFFL,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Luge,Doubles mixed,SILVER,Norbert HUBER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Luge,Doubles mixed,BRONZE,Stefan KRAUSSE,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Luge,Doubles mixed,BRONZE,Jan BEHRENDT,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Biathlon,75km women,GOLD,Myriam BEDARD,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Biathlon,75km women,SILVER,Svetlana PARAMYGINA,Belarus,Minsk,53.9024716,27.5618225
1994-lillehammer,Biathlon,75km women,BRONZE,Valentyna TSERBE-NESSINA,Ukraine,Kiev,50.4500336,30.5241361
1994-lillehammer,Biathlon,15km women,GOLD,Myriam BEDARD,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Biathlon,15km women,SILVER,Anne BRIAND BOUTHIAUX,France,Paris,48.8588897,2.320041022
1994-lillehammer,Biathlon,15km women,BRONZE,Uschi DISL,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Biathlon,20km men,GOLD,Sergei TARASOV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Biathlon,20km men,SILVER,Frank LUCK,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Biathlon,20km men,BRONZE,Sven FISCHER,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Biathlon,10km men,GOLD,Sergey Chepikov,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Biathlon,10km men,SILVER,Ricco GROSS,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Biathlon,10km men,BRONZE,Sergei TARASOV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Freestyle Skiing,Aerials men,GOLD,Andreas SCH??NB??CHLER,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Freestyle Skiing,Aerials men,SILVER,Philippe LAROCHE,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Freestyle Skiing,Aerials men,BRONZE,Lloyd LANGLOIS,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Freestyle Skiing,Moguls men,GOLD,Jean-Luc BRASSARD,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Freestyle Skiing,Moguls men,SILVER,Sergei SHUPLETSOV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Freestyle Skiing,Moguls men,BRONZE,Edgar GROSPIRON,France,Paris,48.8588897,2.320041022
1994-lillehammer,Freestyle Skiing,Aerials women,GOLD,Lina CHERYAZOVA,Uzbekistan,Tashkent,41.3123363,69.2787079
1994-lillehammer,Freestyle Skiing,Aerials women,SILVER,Marie LINDGREN,Sweden,Stockholm,59.3251172,18.0710935
1994-lillehammer,Freestyle Skiing,Aerials women,BRONZE,Hilde Synnove LID,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Freestyle Skiing,Moguls women,GOLD,Stine Lise HATTESTAD,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Freestyle Skiing,Moguls women,SILVER,Elizabeth MCINTYRE,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Freestyle Skiing,Moguls women,BRONZE,Yelizaveta KOZHEVNIKOVA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Speed skating,1000m men,GOLD,Daniel JANSEN,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Speed skating,1000m men,SILVER,Igor ZHELEZOVSKY,Belarus,Minsk,53.9024716,27.5618225
1994-lillehammer,Speed skating,1000m men,BRONZE,Sergey KLEVCHENYA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Speed skating,1500m men,GOLD,Johann Olav KOSS,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Speed skating,1500m men,SILVER,Rintje RITSMA,Netherlands,Amsterdam,52.3727598,4.8936041
1994-lillehammer,Speed skating,1500m men,BRONZE,Falko ZANDSTRA,Netherlands,Amsterdam,52.3727598,4.8936041
1994-lillehammer,Speed skating,5000m women,GOLD,Claudia PECHSTEIN,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Speed skating,5000m women,SILVER,Gunda NIEMANN-STIRNEMANN,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Speed skating,5000m women,BRONZE,Hiromi YAMAMOTO,Japan,Tokyo,35.6828387,139.7594549
1994-lillehammer,Speed skating,1500m women,GOLD,Emese HUNYADY,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Speed skating,1500m women,SILVER,Svetlana FEDOTKINA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Speed skating,1500m women,BRONZE,Gunda NIEMANN-STIRNEMANN,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Speed skating,500m women,GOLD,Bonnie BLAIR,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Speed skating,500m women,SILVER,Susan AUCH,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Speed skating,500m women,BRONZE,Franziska SCHENK,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Speed skating,3000m women,GOLD,Svetlana BAJANOVA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Speed skating,3000m women,SILVER,Emese HUNYADY,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Speed skating,3000m women,BRONZE,Claudia PECHSTEIN,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Speed skating,10000m men,GOLD,Johann Olav KOSS,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Speed skating,10000m men,SILVER,Kjell STORELID,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Speed skating,10000m men,BRONZE,Bart VELDKAMP,Netherlands,Amsterdam,52.3727598,4.8936041
1994-lillehammer,Speed skating,1000m women,GOLD,Bonnie BLAIR,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Speed skating,1000m women,SILVER,Anke BAIER-LOEF,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Speed skating,1000m women,BRONZE,Qiaobo YE,People's Republic of China,People's Republic of China,35.000074,104.999927
1994-lillehammer,Speed skating,5000m men,GOLD,Johann Olav KOSS,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Speed skating,5000m men,SILVER,Kjell STORELID,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Speed skating,5000m men,BRONZE,Rintje RITSMA,Netherlands,Amsterdam,52.3727598,4.8936041
1994-lillehammer,Speed skating,500m men,GOLD,Aleksandr GOLUBEV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Speed skating,500m men,SILVER,Sergey KLEVCHENYA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Speed skating,500m men,BRONZE,Manabu HORII,Japan,Tokyo,35.6828387,139.7594549
1994-lillehammer,Short Track Speed Skating,1000m men,GOLD,Gi-Hun Kim,Republic of Korea,Republic of Korea,36.638392,127.6961188
1994-lillehammer,Short Track Speed Skating,1000m men,SILVER,Ji-Hoon CHAE,Republic of Korea,Republic of Korea,36.638392,127.6961188
1994-lillehammer,Short Track Speed Skating,1000m men,BRONZE,Marc GAGNON,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Short Track Speed Skating,500m men,GOLD,Ji-Hoon CHAE,Republic of Korea,Republic of Korea,36.638392,127.6961188
1994-lillehammer,Short Track Speed Skating,500m men,SILVER,Mirko VUILLERMIN,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Short Track Speed Skating,500m men,BRONZE,Nicky GOOCH,Great Britain,Great Britain,54.31536155,-1.918023495
1994-lillehammer,Short Track Speed Skating,1000m women,GOLD,I-Gyeong Jeon,Republic of Korea,Republic of Korea,36.638392,127.6961188
1994-lillehammer,Short Track Speed Skating,1000m women,SILVER,Nathalie LAMBERT,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Short Track Speed Skating,1000m women,BRONZE,So-Hee KIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
1994-lillehammer,Short Track Speed Skating,500m women,GOLD,Cathy TURNER,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Short Track Speed Skating,500m women,SILVER,Yanmei ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927
1994-lillehammer,Short Track Speed Skating,500m women,BRONZE,Amy PETERSON,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Ski Jumping,Normal Hill Individual men,GOLD,Espen BREDESEN,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Ski Jumping,Normal Hill Individual men,SILVER,Lasse OTTESEN,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Ski Jumping,Normal Hill Individual men,BRONZE,Dieter THOMA,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Ski Jumping,Large Hill Individual men,GOLD,Jens WEISSFLOG,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Ski Jumping,Large Hill Individual men,SILVER,Espen BREDESEN,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Ski Jumping,Large Hill Individual men,BRONZE,Andreas GOLDBERGER,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Figure skating,Individual men,GOLD,Aleksei URMANOV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Individual men,SILVER,Elvis STOJKO,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Figure skating,Individual men,BRONZE,Philippe CANDELORO,France,Paris,48.8588897,2.320041022
1994-lillehammer,Figure skating,Individual women,GOLD,Oksana BAIUL,Ukraine,Kiev,50.4500336,30.5241361
1994-lillehammer,Figure skating,Individual women,SILVER,Nancy KERRIGAN,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Figure skating,Individual women,BRONZE,Lu CHEN,People's Republic of China,People's Republic of China,35.000074,104.999927
1994-lillehammer,Figure skating,Pairs mixed,GOLD,Yekaterina GORDEYEVA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Pairs mixed,GOLD,Sergey GRINKOV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Pairs mixed,SILVER,Natalya MISHKUTYONOK,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Pairs mixed,SILVER,Artur DMITRIYEV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Pairs mixed,BRONZE,Isabelle BRASSEUR,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Figure skating,Pairs mixed,BRONZE,Lloyd EISLER,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Figure skating,Ice dancing mixed,GOLD,Pasha GRISCHUK,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Ice dancing mixed,GOLD,Evgeny PLATOV,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Ice dancing mixed,SILVER,Maya USOVA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Ice dancing mixed,SILVER,Sasha Zhulin,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Figure skating,Ice dancing mixed,BRONZE,Jayne TORVILL,Great Britain,Great Britain,54.31536155,-1.918023495
1994-lillehammer,Figure skating,Ice dancing mixed,BRONZE,Christopher DEAN,Great Britain,Great Britain,54.31536155,-1.918023495
1994-lillehammer,Alpine Skiing,slalom men,GOLD,Thomas STANGASSINGER,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Alpine Skiing,slalom men,SILVER,Alberto TOMBA,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Alpine Skiing,slalom men,BRONZE,Jure KOSIR,Slovenia,Ljubljana,46.0500268,14.5069289
1994-lillehammer,Alpine Skiing,super-G women,GOLD,Diann ROFFE,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Alpine Skiing,super-G women,SILVER,Svetlana GLADISHEVA,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Alpine Skiing,super-G women,BRONZE,Isolde KOSTNER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Alpine Skiing,alpine combined men,GOLD,Lasse KJUS,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Alpine Skiing,alpine combined men,SILVER,Kjetil Andre AAMODT,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Alpine Skiing,alpine combined men,BRONZE,Harald Christian Strand Nilsen,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Alpine Skiing,alpine combined women,GOLD,Pernilla WIBERG,Sweden,Stockholm,59.3251172,18.0710935
1994-lillehammer,Alpine Skiing,alpine combined women,SILVER,Vreni SCHNEIDER,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Alpine Skiing,alpine combined women,BRONZE,Alenka DOVZAN,Slovenia,Ljubljana,46.0500268,14.5069289
1994-lillehammer,Alpine Skiing,downhill men,GOLD,Tommy Moe,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Alpine Skiing,downhill men,SILVER,Kjetil Andre AAMODT,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Alpine Skiing,downhill men,BRONZE,Ed PODIVINSKY,Canada,Ottawa,45.4211435,-75.6900574
1994-lillehammer,Alpine Skiing,downhill women,GOLD,Katja SEIZINGER,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Alpine Skiing,downhill women,SILVER,Picabo STREET,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Alpine Skiing,downhill women,BRONZE,Isolde KOSTNER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Alpine Skiing,slalom women,GOLD,Vreni SCHNEIDER,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Alpine Skiing,slalom women,SILVER,Elfriede EDER,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Alpine Skiing,slalom women,BRONZE,Katja KOREN,Slovenia,Ljubljana,46.0500268,14.5069289
1994-lillehammer,Alpine Skiing,giant slalom women,GOLD,Deborah COMPAGNONI,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Alpine Skiing,giant slalom women,SILVER,Martina ERTL-RENZ,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Alpine Skiing,giant slalom women,BRONZE,Vreni SCHNEIDER,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Alpine Skiing,super-G men,GOLD,Markus WASMEIER,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Alpine Skiing,super-G men,SILVER,Tommy Moe,United States of America,United States of America,39.7837304,-100.445882
1994-lillehammer,Alpine Skiing,super-G men,BRONZE,Kjetil Andre AAMODT,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Alpine Skiing,giant slalom men,GOLD,Markus WASMEIER,Germany,Berlin,52.5170365,13.3888599
1994-lillehammer,Alpine Skiing,giant slalom men,SILVER,Urs KAELIN,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Alpine Skiing,giant slalom men,BRONZE,Christian MAYER,Austria,Vienna,48.2083537,16.3725042
1994-lillehammer,Cross Country Skiing,Combined 10km  15km pursuit men,GOLD,Bj??rn DAEHLIE,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Cross Country Skiing,Combined 10km  15km pursuit men,SILVER,Vladimir SMIRNOV,Kazakhstan,Astana,51.1282205,71.4306682
1994-lillehammer,Cross Country Skiing,Combined 10km  15km pursuit men,BRONZE,Silvio Fauner,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,15km mass start women,GOLD,Manuela DI CENTA,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,15km mass start women,SILVER,Lyubov Yegorova,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Cross Country Skiing,15km mass start women,BRONZE,Nina GAVRILJUK,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Cross Country Skiing,50km men,GOLD,Vladimir SMIRNOV,Kazakhstan,Astana,51.1282205,71.4306682
1994-lillehammer,Cross Country Skiing,50km men,SILVER,Mika MYLLYLAE,Finland,Helsinki,60.1674881,24.9427473
1994-lillehammer,Cross Country Skiing,50km men,BRONZE,Sture SIVERTSEN,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Cross Country Skiing,10km pursuit men,GOLD,Bj??rn DAEHLIE,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Cross Country Skiing,10km pursuit men,SILVER,Vladimir SMIRNOV,Kazakhstan,Astana,51.1282205,71.4306682
1994-lillehammer,Cross Country Skiing,10km pursuit men,BRONZE,Marco ALBARELLO,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,Combined 5km  10km pursuit women,GOLD,Lyubov Yegorova,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Cross Country Skiing,Combined 5km  10km pursuit women,SILVER,Manuela DI CENTA,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,Combined 5km  10km pursuit women,BRONZE,Stefania BELMONDO,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,30km women,GOLD,Manuela DI CENTA,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,30km women,SILVER,Marit MIKKELSPLASS,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Cross Country Skiing,30km women,BRONZE,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,Finland,Helsinki,60.1674881,24.9427473
1994-lillehammer,Cross Country Skiing,30km mass start men,GOLD,Thomas ALSGAARD,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Cross Country Skiing,30km mass start men,SILVER,Bj??rn DAEHLIE,Norway,Oslo,59.9133301,10.7389701
1994-lillehammer,Cross Country Skiing,30km mass start men,BRONZE,Mika MYLLYLAE,Finland,Helsinki,60.1674881,24.9427473
1994-lillehammer,Cross Country Skiing,5km women,GOLD,Lyubov Yegorova,Russian Federation,Moscow,55.7504461,37.6174943
1994-lillehammer,Cross Country Skiing,5km women,SILVER,Manuela DI CENTA,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Cross Country Skiing,5km women,BRONZE,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,Finland,Helsinki,60.1674881,24.9427473
1994-lillehammer,Bobsleigh,two-man men,GOLD,Gustav WEDER,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Bobsleigh,two-man men,GOLD,Donat ACKLIN,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Bobsleigh,two-man men,SILVER,Reto GOETSCHI,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Bobsleigh,two-man men,SILVER,Guido ACKLIN,Switzerland,Bern,46.9482713,7.4514512
1994-lillehammer,Bobsleigh,two-man men,BRONZE,G??nther HUBER,Italy,Rome,41.8933203,12.4829321
1994-lillehammer,Bobsleigh,two-man men,BRONZE,Stefano TICCI,Italy,Rome,41.8933203,12.4829321
1992-albertville,Cross Country Skiing,Combined 10km  15km pursuit men,GOLD,Bj??rn DAEHLIE,Norway,Oslo,59.9133301,10.7389701
1992-albertville,Cross Country Skiing,Combined 10km  15km pursuit men,SILVER,Vegard ULVANG,Norway,Oslo,59.9133301,10.7389701
1992-albertville,Cross Country Skiing,Combined 10km  15km pursuit men,BRONZE,Giorgio VANZETTA,Italy,Rome,41.8933203,12.4829321
1992-albertville,Cross Country Skiing,15km mass start women,SILVER,Marjut ROLIG,Finland,Helsinki,60.1674881,24.9427473
1992-albertville,Cross Country Skiing,50km men,GOLD,Bj??rn DAEHLIE,Norway,Oslo,59.9133301,10.7389701
1992-albertville,Cross Country Skiing,50km men,SILVER,Maurilio DE ZOLT,Italy,Rome,41.8933203,12.4829321
1992-albertville,Cross Country Skiing,50km men,BRONZE,Giorgio VANZETTA,Italy,Rome,41.8933203,12.4829321
