slug_game,discipline,event,medal_type,athlete_name,country,address,latitude,longitude
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Tiril ECKHOFF,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Marte Olsbu ROEISELAND,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Tarjei BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),GOLD,Johannes Thingnes BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Anais CHEVALIER-BOUCHET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Emilien JACQUELIN,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),SILVER,Julia SIMON,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Uliana NIGMATULLINA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Kristina REZTSOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Eduard LATYPOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Mixed Relay 4x6km (W+M),BRONZE,Alexander LOGINOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's 7.5km + 7.5km Skiathlon,GOLD,Therese JOHAUG,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Women's 7.5km + 7.5km Skiathlon,SILVER,Natalia NEPRYAEVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's 7.5km + 7.5km Skiathlon,BRONZE,Teresa STADLOBER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Freestyle Skiing,Men's Moguls,GOLD,Walter WALLBERG,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Freestyle Skiing,Men's Moguls,SILVER,Mikael KINGSBURY,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Freestyle Skiing,Men's Moguls,BRONZE,Ikuma HORISHIMA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Dajing WU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Ziwei REN,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Yuting ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Chunyu QU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Mixed Team Relay,GOLD,Kexin FAN,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Martina VALCEPINA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Arianna FONTANA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Arianna VALCEPINA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Andrea CASSINELLI,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Yuri CONFORTOLA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Mixed Team Relay,SILVER,Pietro SIGHEL,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Petra JASZAPATI,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Zsofia KONYA,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,John-Henry KRUEGER,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Shaoang LIU,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Short Track Speed Skating,Mixed Team Relay,BRONZE,Shaolin Sandor LIU,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Ski Jumping,Women's Normal Hill Individual,GOLD,Ursa BOGATAJ,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Women's Normal Hill Individual,SILVER,Katharina ALTHAUS,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Ski Jumping,Women's Normal Hill Individual,BRONZE,Nika KRIZNAR,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Speed Skating,Women's 3000m,GOLD,Irene SCHOUTEN,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Women's 3000m,SILVER,Francesca LOLLOBRIGIDA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Speed Skating,Women's 3000m,BRONZE,Isabelle WEIDEMANN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Cross-Country Skiing,Men's 15km + 15km Skiathlon,GOLD,Alexander BOLSHUNOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 15km + 15km Skiathlon,SILVER,Denis SPITSOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 15km + 15km Skiathlon,BRONZE,Iivo NISKANEN,Finland,Helsinki,60.1674881,24.9427473
2022-beijing,Freestyle Skiing,Women's Moguls,GOLD,Jakara ANTHONY,Australia,Canberra,-35.2975906,149.1012676
2022-beijing,Freestyle Skiing,Women's Moguls,SILVER,Jaelin KAUF,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Freestyle Skiing,Women's Moguls,BRONZE,Anastasiia SMIRNOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Luge,Men's Singles,GOLD,Johannes LUDWIG,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Men's Singles,SILVER,Wolfgang KINDL,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Luge,Men's Singles,BRONZE,Dominik FISCHNALLER,Italy,Rome,41.8933203,12.4829321
2022-beijing,Ski Jumping,Men's Normal Hill Individual,GOLD,Ryoyu KOBAYASHI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Ski Jumping,Men's Normal Hill Individual,SILVER,Manuel FETTNER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Ski Jumping,Men's Normal Hill Individual,BRONZE,Dawid KUBACKI,Poland,Warsaw,52.2319581,21.0067249
2022-beijing,Snowboard,Women's Snowboard Slopestyle,GOLD,Zoi SADOWSKI SYNNOTT,New Zealand,Wellington,-41.2887953,174.7772114
2022-beijing,Snowboard,Women's Snowboard Slopestyle,SILVER,Julia MARINO,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Snowboard,Women's Snowboard Slopestyle,BRONZE,Tess COADY,Australia,Canberra,-35.2975906,149.1012676
2022-beijing,Speed Skating,Men's 5000m,GOLD,Nils van der POEL,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Speed Skating,Men's 5000m,SILVER,Patrick ROEST,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Men's 5000m,BRONZE,Hallgeir ENGEBRAATEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Alpine Skiing,Men's Downhill,GOLD,Beat FEUZ,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Alpine Skiing,Men's Downhill,SILVER,Johan CLAREY,France,Paris,48.8588897,2.320041022
2022-beijing,Alpine Skiing,Men's Downhill,BRONZE,Matthias MAYER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Alpine Skiing,Women's Giant Slalom,GOLD,Sara HECTOR,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Alpine Skiing,Women's Giant Slalom,SILVER,Federica BRIGNONE,Italy,Rome,41.8933203,12.4829321
2022-beijing,Alpine Skiing,Women's Giant Slalom,BRONZE,Lara GUT-BEHRAMI,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Biathlon,Women's 15km Individual,GOLD,Denise HERRMANN,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Biathlon,Women's 15km Individual,SILVER,Anais CHEVALIER-BOUCHET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Women's 15km Individual,BRONZE,Marte Olsbu ROEISELAND,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Figure Skating,Team Event,GOLD,Anastasia MISHINA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Team Event,GOLD,Aleksandr GALLIAMOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Team Event,GOLD,Mark KONDRATIUK,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Team Event,GOLD,Kamila VALIEVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Team Event,GOLD,Victoria SINITSINA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Team Event,GOLD,Nikita KATSALAPOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Team Event,SILVER,Alexa KNIERIM,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Brandon FRAZIER,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Evan BATES,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Karen CHEN,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Madison HUBBELL,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Nathan CHEN,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Vincent ZHOU,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Zachary DONOHUE,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,SILVER,Madison CHOCK,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Team Event,BRONZE,Yuma KAGIYAMA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Wakaba HIGUCHI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Misato KOMATSUBARA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Tim KOLETO,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Riku MIURA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Ryuichi KIHARA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Shoma UNO,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Team Event,BRONZE,Kaori SAKAMOTO,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Short Track Speed Skating,Men's 1000m,GOLD,Ziwei REN,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Men's 1000m,SILVER,Wenlong LI,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Men's 1000m,BRONZE,Shaoang LIU,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Short Track Speed Skating,Women's 500m,GOLD,Arianna FONTANA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Short Track Speed Skating,Women's 500m,SILVER,Suzanne SCHULTING,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Short Track Speed Skating,Women's 500m,BRONZE,Kim BOUTIN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Ski Jumping,Mixed Team,GOLD,Ursa BOGATAJ,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Mixed Team,GOLD,Peter PREVC,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Mixed Team,GOLD,Timi ZAJC,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Mixed Team,GOLD,Nika KRIZNAR,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Mixed Team,SILVER,Evgeniy KLIMOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Ski Jumping,Mixed Team,SILVER,Danil SADREEV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Ski Jumping,Mixed Team,SILVER,Irina AVVAKUMOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Ski Jumping,Mixed Team,SILVER,Irma MAKHINIA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Ski Jumping,Mixed Team,BRONZE,Mackenzie BOYD-CLOWES,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Ski Jumping,Mixed Team,BRONZE,Matthew SOUKUP,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Ski Jumping,Mixed Team,BRONZE,Abigail STRATE,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Ski Jumping,Mixed Team,BRONZE,Alexandria LOUTITT,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Snowboard,Men's Snowboard Slopestyle,GOLD,Max PARROT,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Snowboard,Men's Snowboard Slopestyle,SILVER,Yiming SU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Snowboard,Men's Snowboard Slopestyle,BRONZE,Mark McMORRIS,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Speed Skating,Women's 1500m,GOLD,Ireen WUST,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Women's 1500m,SILVER,Miho TAKAGI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Women's 1500m,BRONZE,Antoinette de JONG,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Alpine Skiing,Men's Super-G,GOLD,Matthias MAYER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Alpine Skiing,Men's Super-G,SILVER,Ryan COCHRAN-SIEGLE,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Alpine Skiing,Men's Super-G,BRONZE,Aleksander Aamodt KILDE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 20km Individual,GOLD,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 20km Individual,SILVER,Anton SMOLSKI,Belarus,Minsk,53.9024716,27.5618225
2022-beijing,Biathlon,Men's 20km Individual,BRONZE,Johannes Thingnes BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's Sprint Free,GOLD,Johannes Hoesflot KLAEBO,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's Sprint Free,SILVER,Federico PELLEGRINO,Italy,Rome,41.8933203,12.4829321
2022-beijing,Cross-Country Skiing,Men's Sprint Free,BRONZE,Alexander TERENTEV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's Sprint Free,GOLD,Jonna SUNDLING,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's Sprint Free,SILVER,Maja DAHLQVIST,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's Sprint Free,BRONZE,Jessie DIGGINS,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Curling,Mixed Doubles,GOLD,Amos MOSANER,Italy,Rome,41.8933203,12.4829321
2022-beijing,Curling,Mixed Doubles,GOLD,Stefania CONSTANTINI,Italy,Rome,41.8933203,12.4829321
2022-beijing,Curling,Mixed Doubles,SILVER,Kristin SKASLIEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Curling,Mixed Doubles,SILVER,Magnus NEDREGOTTEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Curling,Mixed Doubles,BRONZE,Oskar ERIKSSON,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Curling,Mixed Doubles,BRONZE,Almida DE VAL,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Freestyle Skiing,Women's Freeski Big Air,GOLD,Ailing Eileen GU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Women's Freeski Big Air,SILVER,Tess LEDEUX,France,Paris,48.8588897,2.320041022
2022-beijing,Freestyle Skiing,Women's Freeski Big Air,BRONZE,Mathilde GREMAUD,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Luge,Women's Singles,GOLD,Natalie GEISENBERGER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Women's Singles,SILVER,Anna BERREITER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Women's Singles,BRONZE,Tatyana IVANOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Snowboard,Men's Parallel Giant Slalom,GOLD,Benjamin KARL,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Snowboard,Men's Parallel Giant Slalom,SILVER,Tim MASTNAK,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Snowboard,Men's Parallel Giant Slalom,BRONZE,Victor WILD,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Snowboard,Women's Parallel Giant Slalom,GOLD,Ester LEDECKA,Czech Republic,Prague,50.0596288,14.44645927
2022-beijing,Snowboard,Women's Parallel Giant Slalom,SILVER,Daniela ULBING,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Snowboard,Women's Parallel Giant Slalom,BRONZE,Gloria KOTNIK,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Speed Skating,Men's 1500m,GOLD,Kjeld NUIS,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Men's 1500m,SILVER,Thomas KROL,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Men's 1500m,BRONZE,Minseok KIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Alpine Skiing,Women's Slalom,GOLD,Petra VLHOVA,Slovakia,Bratislava,48.1516988,17.1093063
2022-beijing,Alpine Skiing,Women's Slalom,SILVER,Katharina LIENSBERGER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Alpine Skiing,Women's Slalom,BRONZE,Wendy HOLDENER,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Freestyle Skiing,Men's Freeski Big Air,GOLD,Birk RUUD,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Freestyle Skiing,Men's Freeski Big Air,SILVER,Colby STEVENSON,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Freestyle Skiing,Men's Freeski Big Air,BRONZE,Henrik HARLAUT,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Luge,Doubles,GOLD,Tobias WENDL,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Doubles,GOLD,Tobias ARLT,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Doubles,SILVER,Sascha BENECKEN,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Doubles,SILVER,Toni EGGERT,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Doubles,BRONZE,Thomas STEU,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Luge,Doubles,BRONZE,Lorenz KOLLER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Nordic Combined,Individual Gundersen Normal Hill/10km,GOLD,Vinzenz GEIGER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Nordic Combined,Individual Gundersen Normal Hill/10km,SILVER,Joergen GRAABAK,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Nordic Combined,Individual Gundersen Normal Hill/10km,BRONZE,Lukas GREIDERER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Short Track Speed Skating,Men's 1500m,GOLD,Daeheon HWANG,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Short Track Speed Skating,Men's 1500m,SILVER,Steven DUBOIS,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Short Track Speed Skating,Men's 1500m,BRONZE,Semen ELISTRATOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Snowboard,Women's Snowboard Cross,GOLD,Lindsey JACOBELLIS,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Snowboard,Women's Snowboard Cross,SILVER,Chloe TRESPEUCH,France,Paris,48.8588897,2.320041022
2022-beijing,Snowboard,Women's Snowboard Cross,BRONZE,Meryeta ODINE,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Alpine Skiing,Men's Alpine Combined,GOLD,Johannes STROLZ,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Alpine Skiing,Men's Alpine Combined,SILVER,Aleksander Aamodt KILDE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Alpine Skiing,Men's Alpine Combined,BRONZE,James CRAWFORD,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Cross-Country Skiing,Women's 10km Classic,GOLD,Therese JOHAUG,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Women's 10km Classic,SILVER,Kerttu NISKANEN,Finland,Helsinki,60.1674881,24.9427473
2022-beijing,Cross-Country Skiing,Women's 10km Classic,BRONZE,Krista PARMAKOSKI,Finland,Helsinki,60.1674881,24.9427473
2022-beijing,Figure Skating,Men Single Skating,GOLD,Nathan CHEN,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Men Single Skating,SILVER,Yuma KAGIYAMA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Figure Skating,Men Single Skating,BRONZE,Shoma UNO,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Freestyle Skiing,Mixed Team Aerials,GOLD,Ashley CALDWELL,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Freestyle Skiing,Mixed Team Aerials,GOLD,Christopher LILLIS,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Freestyle Skiing,Mixed Team Aerials,GOLD,Justin SCHOENEFELD,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Freestyle Skiing,Mixed Team Aerials,SILVER,Zongyang JIA,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Mixed Team Aerials,SILVER,Guangpu QI,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Mixed Team Aerials,SILVER,Mengtao XU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Mixed Team Aerials,BRONZE,Marion THENAULT,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Freestyle Skiing,Mixed Team Aerials,BRONZE,Miha FONTAINE,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Freestyle Skiing,Mixed Team Aerials,BRONZE,Lewis IRVING,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Luge,Team Relay,GOLD,Natalie GEISENBERGER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Team Relay,GOLD,Tobias WENDL,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Team Relay,GOLD,Johannes LUDWIG,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Team Relay,GOLD,Tobias ARLT,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Luge,Team Relay,SILVER,Thomas STEU,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Luge,Team Relay,SILVER,Lorenz KOLLER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Luge,Team Relay,SILVER,Wolfgang KINDL,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Luge,Team Relay,SILVER,Madeleine EGLE,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Luge,Team Relay,BRONZE,Eliza TIRUMA,Latvia,Riga,56.9493977,24.1051846
2022-beijing,Luge,Team Relay,BRONZE,Kristers APARJODS,Latvia,Riga,56.9493977,24.1051846
2022-beijing,Luge,Team Relay,BRONZE,Martins BOTS,Latvia,Riga,56.9493977,24.1051846
2022-beijing,Luge,Team Relay,BRONZE,Roberts PLUME,Latvia,Riga,56.9493977,24.1051846
2022-beijing,Snowboard,Men's Snowboard Cross,GOLD,Alessandro HAEMMERLE,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Snowboard,Men's Snowboard Cross,SILVER,Eliot GRONDIN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Snowboard,Men's Snowboard Cross,BRONZE,Omar VISINTIN,Italy,Rome,41.8933203,12.4829321
2022-beijing,Snowboard,Women's Snowboard Halfpipe,GOLD,Chloe KIM,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Snowboard,Women's Snowboard Halfpipe,SILVER,Queralt CASTELLET,Spain,Madrid,40.4167047,-3.7035825
2022-beijing,Snowboard,Women's Snowboard Halfpipe,BRONZE,Sena TOMITA,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Women's 5000m,GOLD,Irene SCHOUTEN,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Women's 5000m,SILVER,Isabelle WEIDEMANN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Speed Skating,Women's 5000m,BRONZE,Martina SABLIKOVA,Czech Republic,Prague,50.0596288,14.44645927
2022-beijing,Alpine Skiing,Women's Super-G,GOLD,Lara GUT-BEHRAMI,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Alpine Skiing,Women's Super-G,SILVER,Mirjam PUCHNER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Alpine Skiing,Women's Super-G,BRONZE,Michelle GISIN,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Biathlon,Women's 7.5km Sprint,GOLD,Marte Olsbu ROEISELAND,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Women's 7.5km Sprint,SILVER,Elvira OEBERG,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Biathlon,Women's 7.5km Sprint,BRONZE,Dorothea WIERER,Italy,Rome,41.8933203,12.4829321
2022-beijing,Cross-Country Skiing,Men's 15km Classic,GOLD,Iivo NISKANEN,Finland,Helsinki,60.1674881,24.9427473
2022-beijing,Cross-Country Skiing,Men's 15km Classic,SILVER,Alexander BOLSHUNOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 15km Classic,BRONZE,Johannes Hoesflot KLAEBO,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Short Track Speed Skating,Women's 1000m,GOLD,Suzanne SCHULTING,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Short Track Speed Skating,Women's 1000m,SILVER,Minjeong CHOI,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Short Track Speed Skating,Women's 1000m,BRONZE,Hanne DESMET,Belgium,Brussels,50.8465573,4.351697
2022-beijing,Skeleton,Men,GOLD,Christopher GROTHEER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Skeleton,Men,SILVER,Axel JUNGK,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Skeleton,Men,BRONZE,Wengang YAN,People's Republic of China,People's Republic of China,35.000074,104.999927
